,Line_1,Line_2,Line_3,Line_4,Line_5,Line_6,Line_7,Line_8
18,0.05529549622700915,0.0629991112767798,0.05841999240446684,0.050811166191228066,0.07740034919939053,0.06063016000096491,0.062436209120175716,0.04735659790101049
19,0.059079706496010756,0.0671959881498951,0.07028228830664997,0.04627940379054487,0.07240099200550663,0.0555164063188429,0.05414401281439963,0.059687283448820926
20,0.04729566575950955,0.05571921441302343,0.059975842916926016,0.044880581368555904,0.06763720622377002,0.0614677983954292,0.05984978179228174,0.07152626656175068
21,0.0630130659688773,0.06977007708663302,0.0750205693432495,0.04538952476482513,0.07556773860231716,0.057010963527999614,0.046794557470165137,0.043230744593339004
22,0.06131113504414957,0.06459050874292606,0.06763142477611721,0.05121331694203521,0.07651592406717662,0.06123522216247944,0.06536020875539876,0.04835862483747909
23,0.058517460372313077,0.05891335015428099,0.0693422067091336,0.050502469839190045,0.0804661294126613,0.05543761078570171,0.05600449344925423,0.04795537920124663
24,0.061305991644850885,0.06441962702576248,0.05414579338833063,0.04917679194611625,0.07344776486791342,0.05012102241208387,0.06007238557243698,0.05276721822765368
25,0.05021390498577967,0.06047099800885261,0.06552444189752801,0.046826207259984313,0.07091318968143819,0.06479747459624559,0.06861643889759764,0.06798279268763201
26,0.054139768421369465,0.06892140571215999,0.07066500805986647,0.046466926767476234,0.07681380548309513,0.05281690332806973,0.06127798488679246,0.05510682141077741
27,0.048449613960186516,0.07163871771495539,0.05541669458372859,0.049710281571991144,0.07520368546118866,0.054204648548444416,0.061099739563706144,0.04944245123770219
28,0.05312478344261789,0.07629902784573213,0.061604033445967404,0.047394967355072426,0.07540332538561319,0.052198405980314985,0.061211994438577465,0.05997442803444458
29,0.0587124882671673,0.05122452565158303,0.06429353092024023,0.05009530844118691,0.07363443648126361,0.054186422204141764,0.053133827168837494,0.05020156375143322
30,0.05015837473792284,0.050891203361992876,0.0516419441177792,0.04413929935889164,0.07980169284996884,0.05597067776432718,0.06568803775547415,0.06398729729617549
31,0.05222272531200816,0.05746873895937484,0.06683643452838063,0.03139097341535717,0.07584746358187862,0.05580732071549602,0.07134687288643587,0.05744213632195209
32,0.0501897910991628,0.06212025948613481,0.0716154458282653,0.05223294761115648,0.0835232935417049,0.05764408115039477,0.06507044528078344,0.06611023517096215
33,0.04908356050950896,0.06713318244781358,0.056264356532512126,0.059121877881845544,0.07955528349280253,0.062168632835902266,0.06607927051571906,0.04970924605477585
34,0.05030127708414227,0.06320944463069124,0.06715491380797697,0.04864818666141149,0.07729524898050105,0.05451814171284597,0.05198174784865449,0.07924685689897625
35,0.05491134780756769,0.04684459148923198,0.052189449298863114,0.045399068600299,0.0658628082969187,0.05006751705821429,0.05205770221701659,0.06159667700026766
36,0.047178827559553056,0.058856571911601395,0.06365174041660554,0.0451813315366238,0.07701159640147814,0.05027072749396146,0.04747299180566528,0.0602366412206936
37,0.05664090988471965,0.06679582249825072,0.04945804880767035,0.04528567487335114,0.0761014110182353,0.05233698192720349,0.06885802456662748,0.054590492419138686
38,0.0666186152397691,0.06261066314755068,0.07409275937412098,0.046104456449800026,0.07805475836401778,0.048303216769524274,0.05696656105914105,0.04919522304692458
39,0.06019430912404135,0.06633407826218417,0.06768010484143146,0.03926788762751867,0.0792222104735363,0.05830011929775594,0.07019875153984788,0.048057850579011276
